,id,site_id,title,seller_id,category_id,official_store_id,price,base_price,original_price,currency_id,initial_quantity,buying_mode,listing_type_id,condition,permalink,thumbnail_id,thumbnail,video_id,accepts_mercadopago,international_delivery_mode,seller_contact,listing_source,status,warranty,catalog_product_id,domain_id,parent_item_id,automatic_relist,date_created,last_updated,health,catalog_listing
100,MLA1116879862,MLA,Control Remoto Inteligente Wifi Con Sensor De Temperatura,76578676,MLA409415,53785.0,18634.0,18634.0,,ARS,4037,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1116879862-control-remoto-inteligente-wifi-con-sensor-de-temperatura-_JM,761250-MLA82792113199_022025,http://http2.mlstatic.com/D_761250-MLA82792113199_022025-I.jpg,,True,none,,,active,Garantía del vendedor: 12 meses,,MLA-SMART_SPEAKERS,,False,2021-12-22T21:42:03.000Z,2025-03-09T19:26:48.091Z,0.7,False
101,MLA1473070969,MLA,Amazon Alexa Echo Dot 5ta Generación Parlante Inteligente Twilight Azul,217293820,MLA409415,,89499.0,89499.0,,ARS,45,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1473070969-amazon-alexa-echo-dot-5ta-generacion-parlante-inteligente-twilight-azul-_JM,858077-MLU73903942149_012024,http://http2.mlstatic.com/D_858077-MLU73903942149_012024-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA29588132,MLA-SMART_SPEAKERS,,False,2025-01-23T18:43:31.687Z,2025-03-09T06:45:49.356Z,,True
102,MLA1467842326,MLA,Amazon Echo Dot Echo Dot 5th Gen Kids Con Asistente Virtual Alexa Dragon 110/220v,82274172,MLA409415,,89900.0,89900.0,,ARS,41,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1467842326-amazon-echo-dot-echo-dot-5th-gen-kids-con-asistente-virtual-alexa-dragon-110220v-_JM,959982-MLA79587184825_092024,http://http2.mlstatic.com/D_959982-MLA79587184825_092024-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA20659980,MLA-SMART_SPEAKERS,,False,2023-08-07T18:00:12.000Z,2025-03-08T20:59:56.354Z,,True
103,MLA1461707977,MLA,Amazon Dot Echo Dot 5th Gen Con Asistente Virtual Alexa Deep Sea Blue 110/220v,287054359,MLA409415,132042.0,92000.0,92000.0,,ARS,237,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1461707977-amazon-dot-echo-dot-5th-gen-con-asistente-virtual-alexa-deep-sea-blue-110220v-_JM,875506-MLA52316805225_112022,http://http2.mlstatic.com/D_875506-MLA52316805225_112022-I.jpg,,True,none,,,active,Garantía del vendedor: 12 meses,MLA19795011,MLA-SMART_SPEAKERS,,False,2024-11-20T17:43:40.423Z,2025-03-09T03:02:15.117Z,,True
104,MLA2000690074,MLA,Alexa Echo Pop C2h4r9 Parlante Control De Voz Color Verde Azulado,1017136269,MLA409415,,62960.0,62960.0,,ARS,14,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-2000690074-alexa-echo-pop-c2h4r9-parlante-control-de-voz-color-verde-azulado-_JM,971739-MLU70271657862_072023,http://http2.mlstatic.com/D_971739-MLU70271657862_072023-I.jpg,,True,none,,,active,Garantía de fábrica: 6 meses,MLA24232685,MLA-SMART_SPEAKERS,,False,2025-01-23T13:06:23.764Z,2025-03-09T16:07:38.418Z,,True
105,MLA1439061287,MLA,Amazon Echo Spot Bocina Inteligente 2024 Color Azul Acero,200708852,MLA409415,,229990.0,229990.0,,ARS,14,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1439061287-amazon-echo-spot-bocina-inteligente-2024-color-azul-acero-_JM,934698-MLU77801345513_072024,http://http2.mlstatic.com/D_934698-MLU77801345513_072024-I.jpg,,True,none,,,active,Garantía de fábrica: 10 meses,MLA38447218,MLA-SMART_SPEAKERS,,False,2024-07-23T21:29:22.644Z,2025-03-09T19:05:35.361Z,,True
106,MLA1444851391,MLA,"Echo Auto Asistente Virtual - Alexa En Tu Carro, Español Color Negro",209752538,MLA409415,,47790.0,47790.0,,ARS,46,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1444851391-echo-auto-asistente-virtual-alexa-en-tu-carro-espanol-color-negro-_JM,677205-MLM74135825998_012024,http://http2.mlstatic.com/D_677205-MLM74135825998_012024-I.jpg,,True,none,,,active,Garantía del vendedor: 3 meses,MLA19589398,MLA-SMART_SPEAKERS,,False,2024-08-21T19:04:07.541Z,2025-03-06T01:14:14.985Z,,True
107,MLA1948656980,MLA,Alexa Echo Show 8 3ra Generacion Pantalla 8 Hd Color Negro,1443311053,MLA409415,,252700.0,252700.0,,ARS,28,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1948656980-alexa-echo-show-8-3ra-generacion-pantalla-8-hd-color-negro-_JM,625829-MLA74249865850_022024,http://http2.mlstatic.com/D_625829-MLA74249865850_022024-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA29361356,MLA-SMART_SPEAKERS,,False,2024-10-31T19:33:15.157Z,2025-03-09T16:17:43.439Z,,True
108,MLA1437362413,MLA,Amazon Echo Pop Con Asistente Alexa Lavender Bloom Lavander,86898163,MLA409415,,64900.0,64900.0,,ARS,89,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1437362413-amazon-echo-pop-con-asistente-alexa-lavender-bloom-lavander-_JM,966657-MLU70339176423_072023,http://http2.mlstatic.com/D_966657-MLU70339176423_072023-I.jpg,,True,none,,,active,Garantía del vendedor: 12 meses,MLA24246330,MLA-SMART_SPEAKERS,,False,2024-07-12T17:50:14.378Z,2025-03-08T16:54:49.383Z,,True
109,MLA1888326268,MLA,Amazon Echo Show 5 (3rd Gen) Con Asistente Virtual Alexa Carbón 110v/240v,201564269,MLA409415,,178293.96,178293.96,,ARS,58,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1888326268-amazon-echo-show-5-3rd-gen-con-asistente-virtual-alexa-carbon-110v240v-_JM,812797-MLU71656483999_092023,http://http2.mlstatic.com/D_812797-MLU71656483999_092023-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA25436011,MLA-SMART_SPEAKERS,,False,2024-08-20T16:03:17.468Z,2025-03-09T01:18:53.336Z,,True
110,MLA1361705012,MLA,Amazon Echo Dot 5th Generacion Con Asistente Virtual Alexa ,82274172,MLA409415,,82000.0,82000.0,,ARS,95,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1361705012-amazon-echo-dot-5th-generacion-con-asistente-virtual-alexa-_JM,632941-MLA54127467875_032023,http://http2.mlstatic.com/D_632941-MLA54127467875_032023-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA19795009,MLA-SMART_SPEAKERS,,False,2023-03-02T18:00:44.000Z,2025-03-09T17:20:57.141Z,0.87,False
111,MLA1472527121,MLA,Amazon Echo Spot Bocina Inteligente 2024 Color Blanco,2202092166,MLA409415,,116999.0,116999.0,,ARS,26,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1472527121-amazon-echo-spot-bocina-inteligente-2024-color-blanco-_JM,721541-MLU77809725083_072024,http://http2.mlstatic.com/D_721541-MLU77809725083_072024-I.jpg,,True,none,,,active,Garantía del vendedor: 2 meses,MLA38463802,MLA-SMART_SPEAKERS,,False,2025-01-20T21:57:00.592Z,2025-03-09T10:59:38.186Z,,True
112,MLA1974045786,MLA,Amazon Echo Pop Con Asistente Virtual Alexa Control De Voz Charcoal,86898163,MLA409415,,64550.0,64550.0,,ARS,100,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1974045786-amazon-echo-pop-con-asistente-virtual-alexa-control-de-voz-charcoal-_JM,723414-MLA79207770678_092024,http://http2.mlstatic.com/D_723414-MLA79207770678_092024-I.jpg,,True,none,,,active,Garantía del vendedor: 12 meses,MLA23995388,MLA-SMART_SPEAKERS,,False,2024-12-10T11:44:42.233Z,2025-03-09T17:00:10.287Z,,True
113,MLA1230535752,MLA,Control Remoto Inteligente Wifi+ir Con Sensor De Temperatura,76578676,MLA409415,53785.0,18634.0,18634.0,,ARS,1122,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1230535752-control-remoto-inteligente-wifiir-con-sensor-de-temperatura-_JM,987779-MLA82792082529_022025,http://http2.mlstatic.com/D_987779-MLA82792082529_022025-I.jpg,,True,none,,,active,Garantía del vendedor: 12 meses,,MLA-SMART_SPEAKERS,,False,2022-11-08T13:26:40.000Z,2025-03-09T17:32:19.615Z,0.8,False
114,MLA1934412060,MLA,Amazon Echo Pop C2h4r9 Con Asistente Virtual Alexa Glacier White 110v/220v,82274172,MLA409415,,67700.0,67700.0,,ARS,22,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1934412060-amazon-echo-pop-c2h4r9-con-asistente-virtual-alexa-glacier-white-110v220v-_JM,916723-MLA70001014153_062023,http://http2.mlstatic.com/D_916723-MLA70001014153_062023-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA23995389,MLA-SMART_SPEAKERS,,False,2024-10-14T14:24:55.387Z,2025-03-07T21:24:00.980Z,,True
115,MLA2016875530,MLA,"Amazon Echo Show Echo Show 5 (3rd Gen) Con Asistente Virtual Alexa, Pantalla Integrada De 5.5  Glacier White 110/220v",621229920,MLA409415,74930.0,118950.0,118950.0,,ARS,12,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-2016875530-amazon-echo-show-echo-show-5-3rd-gen-con-asistente-virtual-alexa-pantalla-integrada-de-55-glacier-white-110220v-_JM,769746-MLU75324464545_032024,http://http2.mlstatic.com/D_769746-MLU75324464545_032024-I.jpg,,True,none,,,active,Garantía del vendedor: 90 días,MLA25927704,MLA-SMART_SPEAKERS,,False,2025-02-17T19:41:19.383Z,2025-03-08T05:27:46.444Z,,True
116,MLA2011969254,MLA,Amazon Echo Spot Bocina Inteligente 2024 Color Negro,82274172,MLA409415,,110000.0,110000.0,,ARS,80,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-2011969254-amazon-echo-spot-bocina-inteligente-2024-color-negro-_JM,705007-MLU77807451019_072024,http://http2.mlstatic.com/D_705007-MLU77807451019_072024-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA38462705,MLA-SMART_SPEAKERS,,False,2025-02-10T17:18:37.017Z,2025-03-09T18:42:46.818Z,,True
117,MLA1243680520,MLA,"Amazon Echo Show 10 360º Echo Show 10 3rd Gen Con Asistente Virtual Alexa, Pantalla Integrada De 10.1  Charcoal 110/220v",86898163,MLA409415,,484000.0,484000.0,,ARS,16,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1243680520-amazon-echo-show-10-360-echo-show-10-3rd-gen-con-asistente-virtual-alexa-pantalla-integrada-de-101-charcoal-110220v-_JM,718208-MLA47855463332_102021,http://http2.mlstatic.com/D_718208-MLA47855463332_102021-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA17509988,MLA-SMART_SPEAKERS,,False,2022-11-15T19:09:33.000Z,2025-03-09T15:43:49.355Z,,True
118,MLA1685649084,MLA,Echo Show 8 3ra Gen Mod 2023 Audio Espacial Blanco Glaciar,200708852,MLA409415,,439990.0,439990.0,,ARS,44,buy_it_now,gold_pro,new,https://articulo.mercadolibre.com.ar/MLA-1685649084-echo-show-8-3ra-gen-mod-2023-audio-espacial-blanco-glaciar-_JM,631435-MLA79764620771_102024,http://http2.mlstatic.com/D_631435-MLA79764620771_102024-I.jpg,,True,none,,,active,Garantía de fábrica: 10 meses,MLA32491596,MLA-SMART_SPEAKERS,,False,2024-02-28T19:59:08.000Z,2025-03-08T22:14:16.386Z,,True
119,MLA1465478939,MLA,"Amazon Echo Show 10 360º Echo Show 10 3rd Gen Con Asistente Virtual Alexa, Pantalla Integrada De 10.1  Glacier White 110/220v",69526727,MLA409415,,492800.0,492800.0,,ARS,15,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1465478939-amazon-echo-show-10-360-echo-show-10-3rd-gen-con-asistente-virtual-alexa-pantalla-integrada-de-101-glacier-white-110220v-_JM,680296-MLU69972233845_062023,http://http2.mlstatic.com/D_680296-MLU69972233845_062023-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA17509989,MLA-SMART_SPEAKERS,,False,2024-12-16T14:22:54.062Z,2025-03-06T14:36:41.455Z,,True
120,MLA1437289947,MLA,Amazon Echo Glow Lámpara Inteligente Multicolor Niños Alexa,209752538,MLA409415,,47490.0,47490.0,,ARS,20,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1437289947-amazon-echo-glow-lampara-inteligente-multicolor-ninos-alexa-_JM,950278-MLA51043679900_082022,http://http2.mlstatic.com/D_950278-MLA51043679900_082022-I.jpg,,True,none,,,active,Garantía del vendedor: 3 meses,MLA19727810,MLA-SMART_SPEAKERS,,False,2024-07-12T14:04:56.817Z,2025-03-02T00:53:36.933Z,,True
121,MLA1804449366,MLA,Amazon Echo Pop Kids Para Niños Color Marvel,200708852,MLA409415,,98990.0,98990.0,,ARS,10,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1804449366-amazon-echo-pop-kids-para-ninos-color-marvel-_JM,954277-MLU74179947669_012024,http://http2.mlstatic.com/D_954277-MLU74179947669_012024-I.jpg,,True,none,,,active,Garantía de fábrica: 10 meses,MLA29812512,MLA-SMART_SPEAKERS,,False,2024-06-09T20:57:06.343Z,2025-03-06T04:25:49.488Z,,True
122,MLA1929727840,MLA,Control Remoto Wifi Ir Infrarrojo Tuya Alexa Google Home Stw,113193386,MLA409415,140744.0,18589.0,18589.0,,ARS,296,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1929727840-control-remoto-wifi-ir-infrarrojo-tuya-alexa-google-home-stw-_JM,879992-MLA80221724668_112024,http://http2.mlstatic.com/D_879992-MLA80221724668_112024-I.jpg,,True,none,,,active,,,MLA-SMART_SPEAKERS,,False,2024-10-07T17:07:07.422Z,2025-03-07T15:57:13.045Z,0.6,False
123,MLA1480395011,MLA,Echo Pop Inteligente Asistente Virtual Alexa,160852200,MLA409415,,64963.0,64963.0,,ARS,22,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1480395011-echo-pop-inteligente-asistente-virtual-alexa-_JM,734268-MLU78436725624_082024,http://http2.mlstatic.com/D_734268-MLU78436725624_082024-I.jpg,,True,none,,,active,,MLA39566428,MLA-SMART_SPEAKERS,,False,2025-03-05T19:14:40.589Z,2025-03-09T16:02:49.401Z,,True
124,MLA1462430667,MLA,Control Remoto Smart Ir Wifi Smartlife Tuya 0300,1080722051,MLA409415,,19999.0,19999.0,,ARS,182,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1462430667-control-remoto-smart-ir-wifi-smartlife-tuya-0300-_JM,731543-MLA80940741847_112024,http://http2.mlstatic.com/D_731543-MLA80940741847_112024-I.jpg,,True,none,,,active,Garantía de fábrica: 1 meses,,MLA-SMART_SPEAKERS,,False,2024-11-25T16:17:21.179Z,2025-03-09T00:36:42.363Z,0.7,False
125,MLA1478233477,MLA,"Asistente Virtual Alexa Amazon Echo Dot 3, Color Negro, Voltaje 110 V/220 V",33291180,MLA409415,73006.0,115049.0,115049.0,,ARS,3,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1478233477-asistente-virtual-alexa-amazon-echo-dot-3-color-negro-voltaje-110-v220-v-_JM,850652-MLU70206320289_062023,http://http2.mlstatic.com/D_850652-MLU70206320289_062023-I.jpg,,True,none,,,active,Garantía del vendedor: 90 días,MLA24200919,MLA-SMART_SPEAKERS,,False,2025-02-21T21:38:26.794Z,2025-03-06T17:31:23.071Z,,True
126,MLA1428223972,MLA,Amazon Echo Echo Studio Con Asistente Virtual Alexa Blanco 110/220v,200708852,MLA409415,,699990.0,699990.0,,ARS,17,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1428223972-amazon-echo-echo-studio-con-asistente-virtual-alexa-blanco-110220v-_JM,868770-MLA53230493924_012023,http://http2.mlstatic.com/D_868770-MLA53230493924_012023-I.jpg,,True,none,,,active,Garantía de fábrica: 10 meses,MLA20961998,MLA-SMART_SPEAKERS,,False,2023-06-02T23:23:45.000Z,2025-03-05T20:32:11.711Z,,True
127,MLA1336880937,MLA,Altavoz Inteligente Amazon Echo Dot 5th Gen  Alexa Charcoal ,309453406,MLA409415,,168990.0,168990.0,,ARS,999,buy_it_now,gold_pro,new,https://articulo.mercadolibre.com.ar/MLA-1336880937-altavoz-inteligente-amazon-echo-dot-5th-gen-alexa-charcoal-_JM,871826-MLA74781536697_022024,http://http2.mlstatic.com/D_871826-MLA74781536697_022024-I.jpg,,True,none,,,active,Garantía del vendedor: 3 meses,MLA19795009,MLA-SMART_SPEAKERS,,False,2023-02-06T15:19:10.000Z,2025-03-08T15:20:10.439Z,1.0,False
128,MLA1423037492,MLA,Control Remoto Universal Smart Life Wifi Alexa Google Home ,162114444,MLA409415,118446.0,45442.87,45442.87,,ARS,179,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1423037492-control-remoto-universal-smart-life-wifi-alexa-google-home-_JM,889659-MLA69576108600_052023,http://http2.mlstatic.com/D_889659-MLA69576108600_052023-I.jpg,,True,none,,,active,Garantía del vendedor: 2 meses,,MLA-SMART_SPEAKERS,,False,2023-05-24T18:11:06.000Z,2025-03-07T12:28:00.176Z,0.8,False
129,MLA1463121977,MLA,Amazon Echo Dot 4th Gen Con Asistente Virtual Alexa Glacier White 110/220v,621229920,MLA409415,74930.0,191611.0,191611.0,,ARS,10,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1463121977-amazon-echo-dot-4th-gen-con-asistente-virtual-alexa-glacier-white-110220v-_JM,942285-MLA45737671908_042021,http://http2.mlstatic.com/D_942285-MLA45737671908_042021-I.jpg,,True,none,,,active,Garantía del vendedor: 3 meses,MLA16212509,MLA-SMART_SPEAKERS,,False,2024-11-28T19:57:15.413Z,2025-03-08T03:30:35.692Z,,True
130,MLA1459639371,MLA,Amazon Echo Dot 4th Gen Con Asistente Virtual Alexa Twilight Blue 110/220v,286907432,MLA409415,102928.0,290000.0,290000.0,,ARS,1,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1459639371-amazon-echo-dot-4th-gen-con-asistente-virtual-alexa-twilight-blue-110220v-_JM,724853-MLA45737899687_042021,http://http2.mlstatic.com/D_724853-MLA45737899687_042021-I.jpg,,True,none,,,active,Garantía del vendedor: 3 meses,MLA16212510,MLA-SMART_SPEAKERS,,False,2024-11-08T19:22:53.287Z,2025-03-07T12:33:52.298Z,,True
131,MLA922923851,MLA,Amazon Echo Echo Studio Con Asistente Virtual Alexa Negro 110/220v,200708852,MLA409415,,699990.0,699990.0,,ARS,52,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-922923851-amazon-echo-echo-studio-con-asistente-virtual-alexa-negro-110220v-_JM,917718-MLA43072279149_082020,http://http2.mlstatic.com/D_917718-MLA43072279149_082020-I.jpg,,True,none,,,active,Garantía de fábrica: 6 meses,MLA15545995,MLA-SMART_SPEAKERS,,False,2021-05-29T14:40:44.000Z,2025-02-26T22:15:05.504Z,,True
132,MLA1983261644,MLA,Amazon Alexa Echo Dot 5ta Gen Parlante Inteligente Azul,315567563,MLA409415,,90806.0,90806.0,,ARS,19,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1983261644-amazon-alexa-echo-dot-5ta-gen-parlante-inteligente-azul-_JM,806081-MLA82582213349_022025,http://http2.mlstatic.com/D_806081-MLA82582213349_022025-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA29588129,MLA-SMART_SPEAKERS,,False,2024-12-20T10:01:47.590Z,2025-03-09T13:22:32.605Z,0.87,False
133,MLA1132446645,MLA,Control Remoto Wifi Para Alexa/google Home/smart Life/,308528489,MLA409415,,39459.0,39459.0,,ARS,242,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1132446645-control-remoto-wifi-para-alexagoogle-homesmart-life-_JM,891302-MLA49688454903_042022,http://http2.mlstatic.com/D_891302-MLA49688454903_042022-I.jpg,,True,none,,,active,Garantía de fábrica: 3 meses,,MLA-SMART_SPEAKERS,,False,2022-04-16T16:55:55.000Z,2025-03-04T00:01:12.520Z,0.75,False
134,MLA1768881390,MLA,"Amazon Echo Show 5 Echo Show 5 (3.ª Generación) Con Asistente Virtual Alexa, Color Blanco",309453406,MLA409415,,199999.0,199999.0,,ARS,1006,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1768881390-amazon-echo-show-5-echo-show-5-3-generacion-con-asistente-virtual-alexa-color-blanco-_JM,778431-MLU75078842291_032024,http://http2.mlstatic.com/D_778431-MLU75078842291_032024-I.jpg,,True,none,,,active,Garantía del vendedor: 3 meses,MLA34292752,MLA-SMART_SPEAKERS,,False,2024-05-10T20:59:12.659Z,2025-03-08T23:55:20.135Z,,True
135,MLA1760935540,MLA,Amazon Echo Dot Echo Dot 5th Gen Kids Con Asistente Virtual Alexa Owl 110/220v,191179311,MLA409415,,131250.0,131250.0,,ARS,20,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1760935540-amazon-echo-dot-echo-dot-5th-gen-kids-con-asistente-virtual-alexa-owl-110220v-_JM,779911-MLA52873493699_122022,http://http2.mlstatic.com/D_779911-MLA52873493699_122022-I.jpg,,True,none,,,active,Garantía del vendedor: 1 meses,MLA20659982,MLA-SMART_SPEAKERS,,False,2024-05-03T22:24:09.000Z,2025-03-08T20:14:48.634Z,,True
136,MLA1649829804,MLA,Control Remoto Infrarrojos Gadnic Inteligente Wi-fi Alexa Go,37133205,MLA409415,945.0,39399.0,39399.0,,ARS,560,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1649829804-control-remoto-infrarrojos-gadnic-inteligente-wi-fi-alexa-go-_JM,707785-MLA79994083525_102024,http://http2.mlstatic.com/D_707785-MLA79994083525_102024-I.jpg,,True,none,,,active,Garantía del vendedor: 12 meses,,MLA-SMART_SPEAKERS,,False,2024-01-30T13:06:35.000Z,2025-03-07T19:43:42.041Z,0.8,False
137,MLA1436083843,MLA,Amazon Echo Pop Con Asistente Virtual Alexa Control De Voz,209752538,MLA409415,,64789.0,64789.0,,ARS,39,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1436083843-amazon-echo-pop-con-asistente-virtual-alexa-control-de-voz-_JM,983370-MLA70001220277_062023,http://http2.mlstatic.com/D_983370-MLA70001220277_062023-I.jpg,,True,none,,,active,Garantía del vendedor: 3 meses,MLA23995387,MLA-SMART_SPEAKERS,,False,2024-07-04T17:32:38.124Z,2025-03-07T02:57:46.773Z,0.88,False
138,MLA1385626861,MLA,Amazon Echo Dot 5th Gen C/ Asist Alexa Twilight Blue,315125513,MLA409415,,89999.0,89999.0,,ARS,51,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1385626861-amazon-echo-dot-5th-gen-c-asist-alexa-twilight-blue-_JM,891971-MLA72427865911_102023,http://http2.mlstatic.com/D_891971-MLA72427865911_102023-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,,MLA-SMART_SPEAKERS,,False,2023-08-30T14:39:15.000Z,2025-03-08T02:20:25.655Z,0.87,False
139,MLA1243094649,MLA,Amazon Echo Dot 5th Gen - Charcoal - Negro,200708852,MLA409415,,109990.0,109990.0,,ARS,29,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1243094649-amazon-echo-dot-5th-gen-charcoal-negro-_JM,631642-MLA52430003399_112022,http://http2.mlstatic.com/D_631642-MLA52430003399_112022-I.jpg,,True,none,,,active,Garantía de fábrica: 12 meses,MLA19795009,MLA-SMART_SPEAKERS,,False,2022-11-15T14:05:27.000Z,2025-03-09T02:57:33.470Z,0.87,False
140,MLA1986147502,MLA,Altavoz Inteligente Amazon Echo Show 8 De Tercera Generación,2156213774,MLA409415,,187780.5,187780.5,,ARS,100,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1986147502-altavoz-inteligente-amazon-echo-show-8-de-tercera-generacion-_JM,808851-CBT81368840296_122024,http://http2.mlstatic.com/D_808851-CBT81368840296_122024-I.jpg,,True,DDP,,,active,Sin garantía,MLA29361354,MLA-SMART_SPEAKERS,,False,2024-12-27T01:35:17.282Z,2025-03-08T16:51:47.601Z,0.85,False
141,MLA1488971202,MLA,Amazon Echo Dot 5th Gen C/ Asis Alexa Glacier White / Makkax,315125513,MLA409415,,89499.0,89499.0,,ARS,316,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1488971202-amazon-echo-dot-5th-gen-c-asis-alexa-glacier-white-makkax-_JM,646450-MLA52316805283_112022,http://http2.mlstatic.com/D_646450-MLA52316805283_112022-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA19795009,MLA-SMART_SPEAKERS,,False,2023-08-30T14:14:50.000Z,2025-03-02T07:29:46.908Z,0.88,False
142,MLA1476410119,MLA,Amazon Echo Show Echo Show 5 (3rd Gen) Glacier White,86898163,MLA409415,,121700.0,121700.0,,ARS,23,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1476410119-amazon-echo-show-echo-show-5-3rd-gen-glacier-white-_JM,769746-MLU75324464545_032024,http://http2.mlstatic.com/D_769746-MLU75324464545_032024-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA25435991,MLA-SMART_SPEAKERS,,False,2025-02-12T20:24:36.675Z,2025-03-08T02:27:21.789Z,0.87,False
143,MLA1349020655,MLA,Amazon Echo Dot 5th Gen Con Asistente Virtual Alexa,52270943,MLA409415,,80095.0,80095.0,,ARS,32,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1349020655-amazon-echo-dot-5th-gen-con-asistente-virtual-alexa-_JM,871826-MLA74781536697_022024,http://http2.mlstatic.com/D_871826-MLA74781536697_022024-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA19795009,MLA-SMART_SPEAKERS,,False,2023-02-17T20:17:46.000Z,2025-03-09T19:26:18.963Z,0.88,False
144,MLA1909541180,MLA,Amazon Alexa Echo Show 15 Pantalla Inteligente Full Hd 15.6,1324457594,MLA409415,,949999.0,949999.0,,ARS,3,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-1909541180-amazon-alexa-echo-show-15-pantalla-inteligente-full-hd-156-_JM,957612-MLA70096085681_062023,http://http2.mlstatic.com/D_957612-MLA70096085681_062023-I.jpg,,True,none,,,active,Garantía del vendedor: 6 meses,MLA22256334,MLA-SMART_SPEAKERS,,False,2024-09-13T18:09:02.558Z,2025-03-08T21:42:07.789Z,,True
145,MLA2021480616,MLA,Amazon Echo Show 5 3era Generacion Cloud Blue 2023,1017136269,MLA409415,,129022.0,129022.0,,ARS,5,buy_it_now,gold_special,new,https://articulo.mercadolibre.com.ar/MLA-2021480616-amazon-echo-show-5-3era-generacion-cloud-blue-2023-_JM,975844-MLU71096287045_082023,http://http2.mlstatic.com/D_975844-MLU71096287045_082023-I.jpg,,True,none,,,active,Garantía de fábrica: 3 meses,MLA26047900,MLA-SMART_SPEAKERS,,False,2025-02-26T20:55:50.143Z,2025-03-08T22:35:38.562Z,,True
